from_title,from_date,to_title,to_date,years_between,long_shift_score,sentiment_delta,from_stance,to_stance,from_prediction_style,to_prediction_style,increased_themes,decreased_themes,explanation
The Value of Predictions II (or 'Give That Man a Cigar'),1996-07-22,Assessing Performance Records – A Case Study,2012-02-15,15.6,1.1743,-0.9091,constructive,opportunistic,forecasting,warning,"risk (+5.03), valuation (+2.10), technology_ai (+1.54)","prediction (-19.00), rates (-8.05), credit (-2.89)","stance moves from constructive to opportunistic; prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on risk (+5.03), valuation (+2.10), technology_ai (+1.54); less emphasis on prediction (-19.00), rates (-8.05), credit (-2.89)"
First Quarter Performance,1991-04-11,Pigweed,2006-12-07,15.7,1.173,0.8269,cautious,constructive,forecasting,warning,"valuation (+2.05), risk (+1.42), uncertainty (+0.74)","cycles (-23.12), credit (-12.20), psychology (-5.78)","stance moves from cautious to constructive; prediction posture moves from forecasting to warning; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+2.05), risk (+1.42), uncertainty (+0.74); less emphasis on cycles (-23.12), credit (-12.20), psychology (-5.78)"
"We're Not In 1999 Anymore, Toto",2000-12-31,The Calculus of Value,2025-08-13,24.6,1.1721,0.6552,neutral,constructive,forecasting,forecasting,"valuation (+25.74), psychology (+4.16), macro (+3.37)",risk (-6.07),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+25.74), psychology (+4.16), macro (+3.37); less emphasis on risk (-6.07)"
"We're Not In 1999 Anymore, Toto",2000-12-31,The Pendulum in International Affairs,2022-03-23,21.2,1.1711,0.75,neutral,opportunistic,forecasting,forecasting,"macro (+6.12), cycles (+4.42), valuation (+2.38)",risk (-8.41),"stance moves from neutral to opportunistic; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+6.12), cycles (+4.42), valuation (+2.38); less emphasis on risk (-8.41)"
How's the Market?,1999-04-15,Is It a Bubble?,2025-12-09,26.7,1.1709,-1.1224,constructive,alarmed,forecasting,forecasting,"technology_ai (+12.97), risk (+2.91), cycles (+1.88)","rates (-8.07), macro (-7.04), valuation (-2.56)","stance moves from constructive to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+12.97), risk (+2.91), cycles (+1.88); less emphasis on rates (-8.07), macro (-7.04), valuation (-2.56)"
You Can’t Eat IRR,2006-07-12,Latest Update,2020-03-19,13.7,1.1708,-0.8214,constructive,alarmed,warning,forecasting,"macro (+5.28), rates (+5.01), credit (+2.51)",valuation (-22.92),"stance moves from constructive to alarmed; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on macro (+5.28), rates (+5.01), credit (+2.51); less emphasis on valuation (-22.92)"
First Quarter Performance,1991-04-11,What Worries Me,2008-08-28,17.4,1.1698,0.8854,cautious,constructive,forecasting,forecasting,"politics (+2.24), macro (+1.55), technology_ai (+0.56)","cycles (-22.75), credit (-10.51), psychology (-5.41)","stance moves from cautious to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+2.24), macro (+1.55), technology_ai (+0.56); less emphasis on cycles (-22.75), credit (-10.51), psychology (-5.41)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Pigweed,2006-12-07,5.9,1.1698,0.8269,neutral,constructive,forecasting,warning,"valuation (+5.90), prediction (+1.85), credit (+1.29)",risk (-2.24),"stance moves from neutral to constructive; prediction posture moves from forecasting to warning; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+5.90), prediction (+1.85), credit (+1.29); less emphasis on risk (-2.24)"
First Quarter Performance,1991-04-11,Inspiration from the World of Sports,2015-10-22,24.5,1.1688,0.9118,cautious,constructive,forecasting,forecasting,"technology_ai (+0.98), uncertainty (+0.49)","cycles (-22.88), credit (-12.76), risk (-5.54)","stance moves from cautious to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on technology_ai (+0.98), uncertainty (+0.49); less emphasis on cycles (-22.88), credit (-12.76), risk (-5.54)"
"We're Not In 1999 Anymore, Toto",2000-12-31,On the Other Hand,2019-07-26,18.6,1.1682,0.6379,neutral,constructive,forecasting,forecasting,"rates (+32.71), macro (+14.43), politics (+3.53)",risk (-6.23),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on rates (+32.71), macro (+14.43), politics (+3.53); less emphasis on risk (-6.23)"
"We're Not In 1999 Anymore, Toto",2000-12-31,It’s Greek to Me,2010-07-19,9.5,1.1677,0.3966,neutral,constructive,forecasting,forecasting,"macro (+8.16), credit (+7.74), politics (+4.60)",risk (-9.02),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+8.16), credit (+7.74), politics (+4.60); less emphasis on risk (-9.02)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Nobody Knows (Yet Again),2025-04-09,24.3,1.1671,0.3793,neutral,constructive,forecasting,forecasting,"macro (+4.16), uncertainty (+3.60), credit (+2.77)",risk (-9.16),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+4.16), uncertainty (+3.60), credit (+2.77); less emphasis on risk (-9.16)"
"We're Not In 1999 Anymore, Toto",2000-12-31,More on Repealing the Laws of Economics,2025-06-18,24.5,1.1669,0.6875,neutral,constructive,forecasting,forecasting,"macro (+6.29), valuation (+4.11), politics (+3.87)",risk (-7.50),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+6.29), valuation (+4.11), politics (+3.87); less emphasis on risk (-7.50)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Conversation at Panmure House,2022-06-23,21.5,1.1665,0.5333,neutral,constructive,forecasting,warning,"cycles (+5.43), credit (+4.24), valuation (+3.56)",risk (-6.55),"stance moves from neutral to constructive; prediction posture moves from forecasting to warning; later memo is materially more constructive / bullish in tone; greater emphasis on cycles (+5.43), credit (+4.24), valuation (+3.56); less emphasis on risk (-6.55)"
What’s Your Game Plan?,2003-09-05,Mysterious,2019-10-17,16.1,1.1659,-1.0136,constructive,alarmed,preparation,forecasting,"rates (+33.71), credit (+10.99), macro (+9.06)",cycles (-1.05),"stance moves from constructive to alarmed; prediction posture moves from preparation to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+33.71), credit (+10.99), macro (+9.06); less emphasis on cycles (-1.05)"
"We're Not In 1999 Anymore, Toto",2000-12-31,I’d Rather Be Wrong,2010-03-17,9.2,1.1631,0.4286,neutral,constructive,forecasting,forecasting,"politics (+13.49), macro (+3.72), rates (+1.40)",risk (-8.97),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+13.49), macro (+3.72), rates (+1.40); less emphasis on risk (-8.97)"
First Quarter Performance,1991-04-11,"Returns, Absolute Returns and Risk",2006-06-13,15.2,1.1628,0.875,cautious,constructive,forecasting,warning,"valuation (+13.36), risk (+6.33), technology_ai (+0.27)","cycles (-22.58), credit (-11.07), psychology (-5.78)","stance moves from cautious to constructive; prediction posture moves from forecasting to warning; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+13.36), risk (+6.33), technology_ai (+0.27); less emphasis on cycles (-22.58), credit (-11.07), psychology (-5.78)"
Investment Miscellany,2000-11-16,Implications of the Election,2016-11-07,16.0,1.1614,0.9333,alarmed,constructive,warning,forecasting,"politics (+15.27), macro (+2.01), psychology (+1.41)","valuation (-9.56), risk (-4.75), technology_ai (-3.48)","stance moves from alarmed to constructive; prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+15.27), macro (+2.01), psychology (+1.41); less emphasis on valuation (-9.56), risk (-4.75), technology_ai (-3.48)"
You Can’t Eat IRR,2006-07-12,Is It a Bubble?,2025-12-09,19.4,1.1612,-1.1224,constructive,alarmed,warning,forecasting,"technology_ai (+15.07), credit (+2.39), cycles (+1.88)",valuation (-19.01),"stance moves from constructive to alarmed; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+15.07), credit (+2.39), cycles (+1.88); less emphasis on valuation (-19.01)"
First Quarter Performance,1991-04-11,Political Reality Meets Economic Reality,2019-01-30,27.8,1.1608,0.8409,cautious,constructive,forecasting,forecasting,"politics (+6.30), macro (+3.35), technology_ai (+0.18)","cycles (-22.94), credit (-13.31), risk (-5.60)","stance moves from cautious to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+6.30), macro (+3.35), technology_ai (+0.18); less emphasis on cycles (-22.94), credit (-13.31), risk (-5.60)"
How Does An Inefficient Market Get That Way,1994-07-15,The Illusion of Knowledge,2022-09-08,28.2,1.1593,-0.5278,opportunistic,constructive,warning,forecasting,"macro (+12.76), rates (+4.02), uncertainty (+1.57)","credit (-25.06), valuation (-8.64), risk (-8.18)","stance moves from opportunistic to constructive; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on macro (+12.76), rates (+4.02), uncertainty (+1.57); less emphasis on credit (-25.06), valuation (-8.64), risk (-8.18)"
"We're Not In 1999 Anymore, Toto",2000-12-31,On Bubble Watch,2025-01-02,24.0,1.1592,-0.2,neutral,alarmed,forecasting,warning,"valuation (+7.00), technology_ai (+3.86), macro (+2.66)",risk (-7.74),"stance moves from neutral to alarmed; prediction posture moves from forecasting to warning; greater emphasis on valuation (+7.00), technology_ai (+3.86), macro (+2.66); less emphasis on risk (-7.74)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Something of Value,2021-01-11,20.0,1.1578,0.4457,neutral,opportunistic,forecasting,forecasting,"valuation (+19.33), macro (+6.03), credit (+3.72)",risk (-8.19),"stance moves from neutral to opportunistic; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+19.33), macro (+6.03), credit (+3.72); less emphasis on risk (-8.19)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Tell Me I’m Wrong,2010-01-22,9.1,1.1555,0.4429,neutral,opportunistic,forecasting,forecasting,"macro (+15.20), rates (+13.27), credit (+6.03)",risk (-7.75),"stance moves from neutral to opportunistic; later memo is materially more constructive / bullish in tone; greater emphasis on macro (+15.20), rates (+13.27), credit (+6.03); less emphasis on risk (-7.75)"
Investment Miscellany,2000-11-16,You Bet!,2026-03-24,25.3,1.1548,0.9685,alarmed,constructive,warning,forecasting,"uncertainty (+1.96), psychology (+0.36), cycles (+0.18)","valuation (-7.07), risk (-4.64), technology_ai (-4.05)","stance moves from alarmed to constructive; prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on uncertainty (+1.96), psychology (+0.36), cycles (+0.18); less emphasis on valuation (-7.07), risk (-4.64), technology_ai (-4.05)"
"We're Not In 1999 Anymore, Toto",2000-12-31,Expert Opinion,2017-01-10,16.0,1.1542,0.3571,neutral,constructive,forecasting,forecasting,"politics (+5.93), rates (+5.93), macro (+3.39)",risk (-9.01),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+5.93), rates (+5.93), macro (+3.39); less emphasis on risk (-9.01)"
How Does An Inefficient Market Get That Way,1994-07-15,Notes from New York,2001-09-16,7.2,1.1525,-0.8571,opportunistic,constructive,warning,forecasting,"politics (+1.63), psychology (+0.82), technology_ai (+0.41)","credit (-24.65), valuation (-9.92), risk (-3.86)","stance moves from opportunistic to constructive; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on politics (+1.63), psychology (+0.82), technology_ai (+0.41); less emphasis on credit (-24.65), valuation (-9.92), risk (-3.86)"
How Does An Inefficient Market Get That Way,1994-07-15,I’d Rather Be Wrong,2010-03-17,15.7,1.1519,-0.5714,opportunistic,constructive,warning,forecasting,"politics (+13.49), macro (+3.72), rates (+1.40)","credit (-24.13), valuation (-9.81), risk (-7.89)","stance moves from opportunistic to constructive; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on politics (+13.49), macro (+3.72), rates (+1.40); less emphasis on credit (-24.13), valuation (-9.81), risk (-7.89)"
"We're Not In 1999 Anymore, Toto",2000-12-31,AI Hurtles Ahead,2026-02-26,25.2,1.1519,0.4062,neutral,constructive,forecasting,forecasting,"technology_ai (+24.07), valuation (+1.69), prediction (+1.32)",risk (-8.31),"stance moves from neutral to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on technology_ai (+24.07), valuation (+1.69), prediction (+1.32); less emphasis on risk (-8.31)"
Investment Miscellany,2000-11-16,It’s All Very Taxing,2011-11-16,11.0,1.1507,1.2222,alarmed,constructive,warning,forecasting,"politics (+6.57), rates (+4.89), macro (+3.78)","valuation (-8.81), risk (-5.13), technology_ai (-4.05)","stance moves from alarmed to constructive; prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+6.57), rates (+4.89), macro (+3.78); less emphasis on valuation (-8.81), risk (-5.13), technology_ai (-4.05)"
